"flightairvehicleid","flightid","planeid"
"85702","62018","12"
"85703","62019","12"
"85704","62020","12"
"85705","62021","12"
"85706","62022","12"
"85707","62023","12"
"85708","62024","12"
"85709","62025","12"
"85710","62026","12"
"85711","62027","12"
"85712","62028","12"
"85713","62029","12"
"85714","62030","12"
"85715","62031","12"
"85716","62032","12"
"85717","62033","12"
"85718","62034","12"
"85719","62035","12"
"85720","62036","12"
"85721","62037","12"
"85722","62038","12"
"85723","62039","12"
"85724","62040","12"
"85725","62041","12"
"85726","62042","12"
"85727","62043","12"
"85728","62044","12"
"85729","62045","12"
"85730","62046","12"
"85731","62047","12"
"85732","62048","12"
"85733","62049","12"
"85734","62050","12"
"85735","62051","12"
"85736","62052","12"
"85737","62053","12"
"85738","62054","12"
"85739","62055","12"
"85740","62056","12"
"85741","62057","12"
"85742","62058","12"
"85743","62059","12"
"85744","62060","12"
"85745","62061","12"
"85746","62062","12"
"85747","62063","12"
"85748","62064","12"
"85749","62065","12"
"85750","62066","12"
"85751","62067","12"
"85752","62068","12"
"85753","62069","12"
"85754","62070","12"
"85755","62071","12"
"85756","62072","12"
"85757","62073","12"
"85758","62074","12"
"85759","62075","12"
"85760","62076","12"
"85761","62077","12"
"85762","62078","12"
"85763","62079","12"
"85764","62080","12"
"85765","62081","12"
"85766","62082","12"
"85767","62083","12"
"85768","62084","12"
"85769","62085","12"
"85770","62086","12"
"85771","62087","12"
"85772","62088","12"
"85773","62089","12"
"85774","62090","12"
"85775","62091","12"
"85776","62092","12"
"85777","62093","12"
"85778","62094","12"
"85779","62095","12"
"85780","62096","12"
"85781","62097","12"
"85782","62098","12"
"85783","62099","12"
"85784","62100","12"
"85785","62101","12"
"85786","62102","12"
"85787","62103","12"
"85788","62104","12"
"85789","62105","12"
"85790","62106","12"
"85791","62107","12"
"85792","62108","12"
"85793","62109","12"
"85794","62110","12"
"85795","62111","12"
"85796","62112","12"
"85797","62113","12"
"85798","62114","12"
"85799","62115","12"
"85800","62116","12"
"85801","62117","12"
"85802","62118","12"
"85803","62119","12"
"85804","62120","12"
"85805","62121","12"
"85806","62122","12"
"85807","62123","12"
"85808","62124","12"
"85809","62125","12"
"85810","62126","12"
"85811","62127","12"
"85812","62128","12"
"85813","62129","12"
"85814","62130","12"
"85815","62131","12"
"85816","62132","12"
"85817","62133","12"
"85818","62134","12"
"85819","62135","12"
"85820","62136","12"
"85821","62137","12"
"85822","62138","12"
"85823","62139","12"
"85824","62140","12"
"85825","62141","12"
"85826","62142","12"
"85827","62143","12"
"85828","62144","12"
"85829","62145","12"
"85830","62146","12"
"85831","62147","12"
"85832","62148","12"
"85833","62149","12"
"85834","62150","12"
"85835","62151","12"
"85836","62152","21"
"85837","62153","21"
"85838","62154","21"
"85839","62155","21"
"85840","62156","21"
"85841","62157","21"
"85842","62158","21"
"85843","62159","21"
"85844","62160","21"
"85845","62161","21"
"85846","62162","21"
"85847","62163","21"
"85848","62164","21"
"85849","62165","21"
"85850","62166","21"
"85851","62167","21"
"85852","62168","21"
"85853","62169","21"
"85854","62170","21"
"85855","62171","21"
"85856","62172","21"
"85857","62173","21"
"85858","62174","21"
"85859","62175","21"
"85860","62176","21"
"85861","62177","21"
"85862","62178","21"
"85863","62179","21"
"85864","62180","21"
"85865","62181","47"
"85866","62182","18"
"85867","62183","61"
"85868","62184","65"
"85869","62185","65"
"85870","62186","8"
"85871","62187","8"
"85872","62188","65"
"85873","62189","47"
"85874","62189","65"
"85875","62190","47"
"85876","62191","47"
"85877","62192","8"
"85878","62192","47"
"85879","62192","18"
"85880","62193","67"
"85881","62194","65"
"85882","62195","8"
"85883","62196","8"
"85884","62197","8"
"85885","62198","18"
"85886","62199","61"
"85887","62200","65"
"85888","62201","8"
"85889","62202","47"
"85890","62203","8"
"85891","62203","47"
"85892","62203","18"
"85893","62204","67"
"85894","62205","65"
"85895","62206","8"
"85896","62207","8"
"85897","62208","18"
"85898","62209","65"
"85899","62209","47"
"85900","62210","65"
"85901","62210","47"
"85902","62211","47"
"85903","62212","8"
"85904","62213","18"
"85905","62214","65"
"85906","62214","47"
"85907","62215","47"
"85908","62215","65"
"85909","62216","65"
"85910","62217","47"
"85911","62217","65"
"85912","62218","47"
"85913","62219","47"
"85914","62220","8"
"85915","62221","18"
"85916","62221","20"
"85917","62222","18"
"85918","62223","20"
"85919","62223","18"
"85920","62224","152"
"85921","62225","94"
"85922","62226","20"
"85923","62226","94"
"85924","62227","94"
"85925","62227","152"
"85926","62228","94"
"85927","62228","20"
"85928","62228","152"
"85929","62229","152"
"85930","62229","94"
"85931","62230","94"
"85932","62230","20"
"85933","62230","152"
"85934","62231","20"
"85935","62231","94"
"85936","62232","94"
"85937","62232","20"
"85938","62232","152"
"85939","62233","18"
"85940","62233","20"
"85941","62234","20"
"85942","62234","18"
"85943","62235","20"
"85944","62235","94"
"85945","62236","18"
"85946","62237","94"
"85947","62238","20"
"85948","62238","94"
"85949","62239","18"
"85950","62239","20"
"85951","62240","94"
"85952","62241","18"
"85953","62241","20"
"85954","62242","18"
"85955","62242","20"
"85956","62243","20"
"85957","62243","18"
"85958","62244","20"
"85959","62244","94"
"85960","62245","94"
"85961","62246","18"
"85962","62247","18"
"85963","62248","18"
"85964","62248","20"
"85965","62249","94"
"85966","62249","152"
"85967","62250","152"
"85968","62251","152"
"85969","62252","152"
"85970","62252","94"
"85971","62253","152"
"85972","62254","94"
"85973","62255","94"
"85974","62256","20"
"85975","62256","94"
"85976","62257","94"
"85977","62258","94"
"85978","62258","152"
"85979","62259","94"
"85980","62259","20"
"85981","62260","18"
"85982","62261","94"
"85983","62262","20"
"85984","62262","94"
"85985","62263","94"
"85986","62263","152"
"85987","62264","94"
"85988","62265","94"
"85989","62265","152"
"85990","62266","94"
"85991","62266","152"
"85992","62267","94"
"85993","62268","94"
"85994","62268","152"
"85995","62269","94"
"85996","62269","152"
"85997","62270","94"
"85998","62271","18"
"85999","62272","20"
"86000","62273","152"
"86001","62273","94"
"86002","62274","94"
"86003","62275","152"
"86004","62276","94"
"86005","62277","18"
"86006","62278","18"
"86007","62279","18"
"86008","62280","18"
"86009","62281","20"
"86010","62281","94"
"86011","62282","20"
"86012","62282","94"
"86013","62283","20"
"86014","62283","94"
"86015","62283","152"
"86016","62284","20"
"86017","62285","94"
"86018","62286","94"
"86019","62287","20"
"86020","62287","94"
"86021","62288","94"
"86022","62289","94"
"86023","62290","20"
"86024","62291","94"
"86025","62291","20"
"86026","62292","20"
"86027","62293","152"
"86028","62294","152"
"86029","62294","94"
"86030","62295","18"
"86031","62295","20"
"86032","62296","18"
"86033","62297","94"
"86034","62297","152"
"86035","62298","152"
"86036","62298","94"
"86037","62299","152"
"86038","62299","94"
"86039","62300","94"
"86040","62300","152"
"86041","62301","94"
"86042","62302","152"
"86043","62303","152"
"86044","62303","94"
"86045","62304","94"
"86046","62305","94"
"86047","62306","94"
"86048","62307","94"
"86049","62308","152"
"86050","62309","152"
"86051","62309","94"
"86052","62310","152"
"86053","62310","94"
"86054","62311","152"
"86055","62312","152"
"86056","62313","18"
"86057","62313","152"
"86058","62313","20"
"86059","62313","94"
"86060","62314","152"
"86061","62315","94"
"86062","62315","152"
"86063","62316","18"
"86064","62316","20"
"86065","62317","18"
"86066","62318","20"
"86067","62319","18"
"86068","62319","20"
"86069","62320","20"
"86070","62320","18"
"86071","62321","20"
"86072","62322","20"
"86073","62323","94"
"86074","62323","152"
"86075","62324","152"
"86076","62324","20"
"86077","62324","94"
"86078","62325","94"
"86079","62325","152"
"86080","62326","94"
"86081","62326","152"
"86082","62327","94"
"86083","62328","152"
"86084","62329","94"
"86085","62330","152"
"86086","62331","152"
"86087","62331","94"
"86088","62332","152"
"86089","62332","94"
"86090","62333","152"
"86091","62333","94"
"86092","62334","94"
"86093","62334","152"
"86094","62335","94"
"86095","62336","94"
"86096","62337","94"
"86097","62338","20"
"86098","62338","18"
"86099","62339","18"
"86100","62340","20"
"86101","62341","94"
"86102","62341","152"
"86103","62342","94"
"86104","62343","94"
"86105","62344","94"
"86106","62344","152"
"86107","62345","18"
"86108","62346","94"
"86109","62346","152"
"86110","62347","94"
"86111","62347","20"
"86112","62348","94"
"86113","62349","94"
"86114","62349","20"
"86115","62350","20"
"86116","62351","94"
"86117","62352","94"
"86118","62353","94"
"86119","62354","94"
"86120","62355","94"
"86121","62356","152"
"86122","62356","94"
"86123","62357","94"
"86124","62357","152"
"86125","62358","94"
"86126","62359","94"
"86127","62359","152"
"86128","62360","94"
"86129","62361","94"
"86130","62362","94"
"86131","62363","94"
"86132","62364","94"
"86133","62364","152"
"86134","62365","94"
"86135","62366","94"
"86136","62367","20"
"86137","62367","94"
"86138","62368","94"
"86139","62369","94"
"86140","62369","152"
"86141","62370","152"
"86142","62370","94"
"86143","62371","94"
"86144","62371","152"
"86145","62372","94"
"86146","62373","94"
"86147","62374","94"
"86148","62375","94"
"86149","62376","94"
"86150","62376","152"
"86151","62377","94"
"86152","62377","152"
"86153","62378","94"
"86154","62378","152"
"86155","62379","94"
"86156","62380","94"
"86157","62381","94"
"86158","62382","18"
"86159","62383","18"
"86160","62384","20"
"86161","62385","20"
"86162","62386","20"
"86163","62387","18"
"86164","62388","18"
"86165","62388","20"
"86166","62389","94"
"86167","62389","152"
"86168","62390","94"
"86169","62391","94"
"86170","62392","94"
"86171","62392","20"
"86172","62392","152"
"86173","62393","94"
"86174","62393","20"
"86175","62393","152"
"86176","62394","18"
"86177","62395","18"
"86178","62396","94"
"86179","62396","20"
"86180","62396","152"
"86181","62397","152"
"86182","62398","152"
"86183","62398","94"
"86184","62399","18"
"86185","62399","152"
"86186","62399","20"
"86187","62399","94"
"86188","62400","152"
"86189","62400","20"
"86190","62400","94"
"86191","62401","152"
"86192","62401","94"
"86193","62402","94"
"86194","62402","152"
"86195","62403","18"
"86196","62404","152"
"86197","62404","94"
"86198","62405","94"
"86199","62405","152"
"86200","62406","20"
"86201","62407","20"
"86202","62408","18"
"86203","62408","20"
"86204","62409","94"
"86205","62409","152"
"86206","62410","94"
"86207","62410","152"
"86208","62411","94"
"86209","62412","94"
"86210","62412","152"
"86211","62413","94"
"86212","62414","94"
"86213","62415","18"
"86214","62416","18"
"86215","62417","18"
"86216","62417","20"
"86217","62418","18"
"86218","62419","18"
"86219","62419","20"
"86220","62420","18"
"86221","62421","152"
"86222","62421","94"
"86223","62422","94"
"86224","62422","152"
"86225","62423","152"
"86226","62423","94"
"86227","62424","94"
"86228","62424","152"
"86229","62425","152"
"86230","62426","152"
"86231","62426","94"
"86232","62427","152"
"86233","62427","94"
"86234","62428","152"
"86235","62428","94"
"86236","62429","94"
"86237","62429","152"
"86238","62430","94"
"86239","62430","152"
"86240","62431","30"
"86241","62431","44"
"86242","62432","30"
"86243","62433","30"
"86244","62434","44"
"86245","62435","44"
"86246","62436","30"
"86247","62437","44"
"86248","62437","30"
"86249","62438","44"
"86250","62439","30"
"86251","62440","30"
"86252","62441","30"
"86253","62442","44"
"86254","62443","44"
"86255","62444","30"
"86256","62445","30"
"86257","62446","30"
"86258","62447","30"
"86259","62448","30"
"86260","62449","30"
"86261","62450","30"
"86262","62451","44"
"86263","62452","30"
"86264","62453","30"
"86265","62454","30"
"86266","62455","30"
"86267","62456","30"
"86268","62457","30"
"86269","62458","42"
"86270","62459","42"
"86271","62460","42"
"86272","62461","30"
"86273","62462","30"
"86274","62463","30"
"86275","62464","30"
"86276","62465","42"
"86277","62466","30"
"86278","62467","30"
"86279","62468","30"
"86280","62469","42"
"86281","62470","42"
"86282","62471","30"
"86283","62472","30"
"86284","62473","30"
"86285","62474","42"
"86286","62475","30"
"86287","62476","30"
"86288","62477","30"
"86289","62478","30"
"86290","62479","30"
"86291","62480","42"
"86292","62481","30"
"86293","62482","65"
"86294","62483","65"
"86295","62483","91"
"86296","62483","43"
"86297","62483","40"
"86298","62484","65"
"86299","62484","91"
"86300","62485","65"
"86301","62485","40"
"86302","62485","91"
"86303","62486","91"
"86304","62486","65"
"86305","62486","43"
"86306","62487","91"
"86307","62487","65"
"86308","62488","65"
"86309","62488","91"
"86310","62489","65"
"86311","62490","65"
"86312","62490","43"
"86313","62490","91"
"86314","62491","65"
"86315","62492","65"
"86316","62492","43"
"86317","62492","91"
"86318","62493","91"
"86319","62493","43"
"86320","62493","65"
"86321","62494","65"
"86322","62495","65"
"86323","62496","65"
"86324","62497","65"
"86325","62498","65"
"86326","62499","65"
"86327","62499","66"
"86328","62500","65"
"86329","62501","40"
"86330","62501","43"
"86331","62501","65"
"86332","62501","91"
"86333","62502","40"
"86334","62502","65"
"86335","62503","40"
"86336","62503","43"
"86337","62504","28"
"86338","62505","43"
"86339","62505","65"
"86340","62506","100"
"86341","62507","65"
